DATEPRD,WELL_BORE_CODE,NPD_WELL_BORE_CODE,NPD_WELL_BORE_NAME,NPD_FIELD_CODE,NPD_FIELD_NAME,NPD_FACILITY_CODE,NPD_FACILITY_NAME,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_CHOKE_UOM,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,BORE_WI_VOL,FLOW_KIND,WELL_TYPE
04-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,212.895,108.262,168.859,,49.53814,%,44.04,56.58,15.52,417.98,61912.18,228.26,,production,OP
05-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,210.167,108.325,166.758,,49.63278,%,43.41,63.58,14.91,507.75,75078.33,262.22,,production,OP
06-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,209.823,108.321,167.206,,49.59429,%,42.62,62.68,14.11,469.73,69712.66,252.81,,production,OP
07-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,210.094,108.307,169.043,,50.19488,%,41.05,60.70,12.54,521.26,77390.65,293.66,,production,OP
08-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,210.184,108.297,169.819,,50.21089,%,40.37,62.56,11.84,518.32,76994.95,297.20,,production,OP
09-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,210.545,108.283,170.397,,49.94630,%,40.15,58.14,11.61,493.37,73656.88,289.96,,production,OP
10-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,210.631,108.281,170.858,,50.23923,%,39.77,56.23,11.22,509.21,76002.49,303.18,,production,OP
11-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,213.448,108.171,176.098,,49.43711,%,37.35,50.72,8.75,351.80,52975.29,240.50,,production,OP
12-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,215.506,108.138,178.412,,48.82824,%,37.09,44.27,8.48,287.03,44830.19,240.33,,production,OP
13-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,215.895,108.159,178.003,,48.57821,%,37.89,50.89,9.29,278.58,44300.38,235.04,,production,OP
14-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,215.855,108.189,177.023,,48.49824,%,38.83,56.83,10.25,297.19,47071.12,248.98,,production,OP
15-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,215.777,108.204,176.233,,48.47180,%,39.54,57.33,10.98,297.33,46462.15,247.88,,production,OP
16-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,216.002,108.202,176.635,,48.47927,%,39.37,52.85,10.80,296.20,44219.40,246.54,,production,OP
17-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,216.016,108.211,176.177,,48.47286,%,39.84,53.76,11.26,296.12,44243.43,247.16,,production,OP
18-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,216.082,108.215,176.080,,48.44686,%,40.00,57.06,11.43,293.35,44083.13,246.91,,production,OP
19-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.99,217.065,108.215,176.476,,15.61403,%,40.59,56.85,12.72,0.00,0.00,0.00,,production,OP
20-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,242.944,103.647,242.378,,0.51505,%,0.57,15.36,0.57,0.00,0.00,0.00,,production,OP
21-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,234.107,104.129,233.521,,0.53602,%,0.59,19.30,0.59,0.00,0.00,0.00,,production,OP
22-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,234.107,104.129,233.521,,0.53602,%,0.59,19.30,0.59,0.00,0.00,0.00,,production,OP
23-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,234.107,104.129,233.521,,0.53602,%,0.59,19.30,0.59,0.00,0.00,0.00,,production,OP
24-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,234.107,104.129,233.521,,0.53602,%,0.59,19.30,0.59,0.00,0.00,0.00,,production,OP
25-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,266.286,101.806,205.786,,0.50519,%,60.50,21.19,60.50,0.00,0.00,0.00,,production,OP
26-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,268.533,101.253,188.690,,0.52745,%,79.84,18.68,79.84,0.00,0.00,0.00,,production,OP
27-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,271.096,101.206,190.031,,0.51857,%,81.06,18.27,81.06,0.00,0.00,0.00,,production,OP
28-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,266.151,98.061,184.237,,0.50971,%,81.91,17.43,81.91,0.00,0.00,0.00,,production,OP
29-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,276.538,101.183,195.214,,0.49239,%,81.32,15.93,81.32,0.00,0.00,0.00,,production,OP
30-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,279.004,101.128,196.735,,0.47928,%,82.27,15.53,82.27,0.00,0.00,0.00,,production,OP
31-Aug-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,281.008,101.032,207.120,,0.49207,%,73.89,16.73,73.89,0.00,0.00,0.00,,production,OP
01-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,282.916,100.949,232.018,,0.50623,%,50.90,15.53,50.89,0.00,0.00,0.00,,production,OP
02-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,3.88,284.441,100.737,243.636,,3.73434,%,40.80,20.77,35.65,0.00,0.00,0.00,,production,OP
03-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,19.17,248.024,106.953,205.834,,40.66991,%,42.19,46.49,13.35,103.77,16925.68,74.34,,production,OP
04-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,237.287,107.370,208.800,,61.08916,%,28.49,53.78,2.37,290.30,46375.59,537.45,,production,OP
05-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,223.510,108.490,184.590,,53.05112,%,38.92,66.29,10.31,427.63,69487.31,343.53,,production,OP
06-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,225.251,108.443,181.588,,49.88744,%,43.66,64.89,15.08,422.69,68818.15,341.93,,production,OP
07-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,225.938,108.428,181.002,,49.63413,%,44.94,60.69,16.37,412.14,67226.27,336.66,,production,OP
08-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,224.929,108.435,179.580,,49.46683,%,45.35,62.91,16.79,410.96,66847.20,336.99,,production,OP
09-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,224.676,108.408,179.137,,49.47164,%,45.54,61.99,16.99,409.11,66355.28,333.87,,production,OP
10-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,224.654,108.388,179.216,,48.69733,%,45.44,62.49,16.90,389.68,63293.20,315.24,,production,OP
11-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,225.961,108.339,180.898,,48.65349,%,45.06,57.54,16.52,380.29,60994.93,327.07,,production,OP
12-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,225.609,108.329,180.727,,48.61656,%,44.88,56.71,16.34,391.22,57081.97,324.73,,production,OP
13-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,225.300,108.320,180.798,,48.64684,%,44.50,58.73,15.96,391.65,57123.13,328.60,,production,OP
14-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,225.149,108.315,181.192,,48.62198,%,43.96,60.82,15.41,384.47,56615.33,322.53,,production,OP
15-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,224.943,108.308,181.296,,48.62278,%,43.65,59.24,15.09,342.35,50991.05,291.45,,production,OP
16-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,224.805,108.301,181.513,,48.62732,%,43.29,58.17,14.62,338.88,50946.90,291.36,,production,OP
17-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,224.625,108.298,181.714,,48.64232,%,42.91,58.46,14.32,344.50,51928.13,297.38,,production,OP
18-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,224.549,108.290,181.972,,48.64470,%,42.58,58.86,14.01,333.55,49757.91,304.70,,production,OP
19-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,224.559,108.282,182.302,,48.60000,%,42.26,59.27,13.69,329.60,49601.74,302.29,,production,OP
20-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,221.863,108.331,179.487,,49.14886,%,42.38,60.53,13.81,358.20,53618.20,320.36,,production,OP
21-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.555,108.391,177.669,,49.40000,%,41.89,61.65,13.34,377.72,56786.58,332.75,,production,OP
22-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.888,108.362,178.452,,49.30000,%,41.44,61.08,12.88,356.65,53587.32,331.96,,production,OP
23-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.715,108.354,178.643,,49.18709,%,41.07,58.68,12.50,354.31,53315.98,327.97,,production,OP
24-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.833,108.346,179.376,,49.16310,%,40.46,58.96,11.88,338.53,51384.99,318.34,,production,OP
25-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.009,108.335,179.998,,49.12950,%,40.01,55.70,11.42,324.90,49352.26,323.50,,production,OP
26-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.967,108.331,180.194,,49.13849,%,39.77,54.61,11.19,324.95,49388.31,321.98,,production,OP
27-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.897,108.327,180.229,,49.13247,%,39.67,53.28,11.09,322.07,49245.80,322.83,,production,OP
28-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,23.09,220.042,108.321,180.668,,49.01400,%,39.37,53.81,10.85,308.31,47050.78,307.78,,production,OP
29-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,243.074,105.065,238.816,,6.59247,%,4.26,28.17,0.28,0.00,0.00,0.00,,production,OP
30-Sep-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,8.17,241.919,105.526,199.357,,14.40704,%,42.56,27.73,22.40,0.00,0.00,0.00,,production,OP
01-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,226.032,107.481,217.957,,53.67235,%,8.08,52.41,2.64,55.20,8962.05,142.03,,production,OP
02-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,211.873,108.502,180.979,,58.42784,%,30.89,58.72,4.51,199.07,31730.64,308.22,,production,OP
03-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,221.135,108.404,186.136,,51.87470,%,35.00,51.46,5.62,275.22,43000.78,454.65,,production,OP
04-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.880,108.432,183.169,,50.89766,%,36.71,57.58,8.10,287.64,44101.37,459.80,,production,OP
05-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.474,108.438,181.851,,50.54632,%,37.62,57.28,8.98,323.18,49500.61,352.61,,production,OP
06-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.902,108.399,183.041,,50.20832,%,37.86,57.76,9.25,315.32,48232.88,344.36,,production,OP
07-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.653,108.402,182.437,,50.43002,%,38.22,55.12,9.60,322.31,48180.54,335.27,,production,OP
08-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.669,108.396,182.385,,50.49318,%,38.28,53.30,9.67,320.34,49975.21,345.30,,production,OP
09-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.467,108.396,182.139,,50.45315,%,38.33,53.20,9.70,325.92,50479.21,343.83,,production,OP
10-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.178,108.394,181.798,,50.40970,%,38.38,53.77,9.77,329.20,50894.03,327.28,,production,OP
11-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.156,108.388,181.931,,50.39590,%,38.22,52.71,9.62,325.01,50157.65,326.37,,production,OP
12-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.145,108.382,182.067,,50.37768,%,38.08,56.23,9.48,323.37,49865.05,325.88,,production,OP
13-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.325,108.373,182.512,,50.36087,%,37.81,60.76,9.21,320.68,49604.00,335.92,,production,OP
14-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.439,108.367,182.790,,50.36302,%,37.65,60.45,9.05,320.41,49571.91,337.83,,production,OP
15-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.219,108.368,182.553,,50.46712,%,37.67,60.62,9.06,322.67,49750.14,335.65,,production,OP
16-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.012,108.371,182.428,,50.56329,%,37.58,59.25,8.98,322.40,49652.61,331.77,,production,OP
17-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.213,108.363,182.852,,50.55873,%,37.36,59.52,8.76,321.25,49635.23,330.51,,production,OP
18-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.225,108.360,182.910,,50.47798,%,37.32,54.29,8.70,321.22,49749.37,328.68,,production,OP
19-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.223,108.358,183.090,,50.51979,%,37.13,50.17,8.51,323.37,50070.67,328.82,,production,OP
20-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.721,108.347,184.363,,50.86390,%,36.36,56.09,7.73,326.54,50700.18,334.76,,production,OP
21-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.412,108.351,183.592,,50.91154,%,36.82,55.69,8.18,316.21,48561.88,329.90,,production,OP
22-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.624,108.345,183.944,,50.84929,%,36.68,55.69,8.06,314.23,48495.35,335.34,,production,OP
23-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.618,108.344,183.888,,50.81898,%,36.73,49.99,8.11,313.92,48623.42,329.60,,production,OP
24-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.745,108.341,184.094,,50.77311,%,36.65,50.37,8.03,314.24,48608.64,332.00,,production,OP
25-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.862,108.338,184.273,,50.78376,%,36.59,48.38,7.96,317.47,49209.26,333.76,,production,OP
26-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,25.00,220.958,108.336,184.404,,50.80040,%,36.55,47.29,7.92,333.14,51384.55,336.05,,production,OP
27-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.964,108.360,182.967,,50.77880,%,37.00,53.30,8.44,318.20,49190.87,332.65,,production,OP
28-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.961,108.364,183.295,,50.49807,%,36.67,53.39,8.21,315.14,48598.96,325.35,,production,OP
29-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.718,108.345,184.641,,50.49862,%,36.08,59.32,7.61,304.36,46729.01,320.20,,production,OP
30-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,221.120,108.333,185.252,,51.03952,%,35.87,57.80,7.25,318.25,48777.45,330.73,,production,OP
31-Oct-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.495,108.372,182.653,,51.30979,%,36.84,58.46,8.23,322.58,50070.47,329.75,,production,OP
01-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.785,108.362,183.329,,50.91824,%,36.46,51.98,7.83,316.54,49047.96,323.66,,production,OP
02-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.066,108.353,183.840,,50.90594,%,36.23,50.97,7.59,321.29,49771.51,329.74,,production,OP
03-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.343,108.345,184.315,,50.93085,%,36.03,54.66,7.38,295.17,45685.50,328.45,,production,OP
04-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.487,108.341,184.594,,50.89229,%,35.89,58.74,7.24,290.68,45093.92,304.68,,production,OP
05-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,221.788,108.303,186.691,,51.13204,%,35.10,58.08,6.45,288.26,44831.92,306.52,,production,OP
06-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,221.686,108.294,186.544,,51.63975,%,35.14,54.92,6.49,292.13,45409.59,310.29,,production,OP
07-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.011,108.358,183.528,,50.84322,%,36.48,56.36,7.92,293.13,45241.11,303.39,,production,OP
08-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.993,108.357,183.717,,50.80817,%,36.28,53.55,7.82,292.29,45656.62,321.66,,production,OP
09-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.479,108.343,184.670,,50.80079,%,35.81,53.34,7.39,289.93,45638.78,325.60,,production,OP
10-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,222.466,108.289,188.077,,51.70000,%,34.39,54.09,5.84,283.28,46087.72,324.04,,production,OP
11-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.979,108.352,183.488,,51.69625,%,36.49,60.34,8.04,294.55,46628.59,331.50,,production,OP
12-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.184,108.379,182.740,,51.63631,%,36.44,59.23,8.00,295.28,46218.27,317.91,,production,OP
13-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.275,108.350,184.883,,51.60535,%,35.39,58.76,6.95,290.93,45666.25,311.88,,production,OP
14-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.879,108.328,185.650,,51.58440,%,35.23,58.25,6.79,290.46,45494.20,311.76,,production,OP
15-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.069,108.353,184.409,,51.59682,%,35.66,58.00,7.22,293.48,45840.45,310.73,,production,OP
16-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,221.136,108.320,186.351,,52.04163,%,34.78,56.50,6.35,292.77,45756.05,319.06,,production,OP
17-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,222.146,108.280,188.302,,52.62032,%,33.84,56.00,5.41,293.11,45039.02,330.08,,production,OP
18-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.412,108.351,184.329,,50.94922,%,36.08,59.36,7.66,289.07,44152.35,313.15,,production,OP
19-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,221.504,108.309,186.181,,50.93181,%,35.32,58.97,6.90,281.74,43106.73,305.81,,production,OP
20-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.000,108.343,183.561,,50.94328,%,36.44,60.77,8.02,285.32,43755.31,302.50,,production,OP
21-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,220.101,108.332,184.113,,50.92782,%,35.99,59.96,7.57,283.60,43675.50,300.66,,production,OP
22-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,219.919,108.327,183.985,,50.92714,%,35.93,57.61,7.51,283.17,43476.89,300.48,,production,OP
23-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,221.057,108.185,186.408,,50.84676,%,34.65,56.58,6.22,272.89,42663.27,299.46,,production,OP
24-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,15.78,229.950,107.679,201.569,,26.52950,%,28.38,45.77,9.30,0.00,0.00,0.00,,production,OP
25-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,244.406,104.076,195.300,,0.00000,%,49.11,13.76,48.36,0.00,0.00,0.00,,production,OP
26-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,246.393,102.491,177.736,,0.26037,%,68.66,11.03,68.11,0.00,0.00,0.00,,production,OP
27-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,252.373,102.350,245.195,,7.32565,%,7.18,9.22,6.76,0.00,0.00,0.00,,production,OP
28-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,264.578,102.348,218.700,,0.04934,%,45.88,9.08,45.83,0.00,0.00,0.00,,production,OP
29-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,268.789,102.093,187.634,,0.04686,%,81.15,7.86,81.10,0.00,0.00,0.00,,production,OP
30-Nov-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,12.00,247.358,105.829,208.736,,35.11649,%,38.62,34.17,32.54,1.26,250.79,1.23,,production,OP
